Year,Month,Day,Extent,Missing
2011,2,15,14.493,0
2011,2,16,14.493,0
2011,2,17,14.476,0
2011,2,18,14.49,0
2011,2,19,14.489,0
2011,2,20,14.467,0
2011,2,21,14.477,0
2011,2,22,14.47,0
2011,2,23,14.571,0
2011,2,24,14.49,0
2011,2,25,14.466,0
2011,2,26,14.517,0
2011,2,27,14.47,0
2011,2,28,14.46,0
2011,3,1,14.472,0
2011,3,2,14.44,0
2011,3,3,14.545,0
2011,3,4,14.554,0
2011,3,5,14.646,0
2011,3,6,14.673,0
2011,3,7,14.704,0
2011,3,8,14.654,0
2011,3,9,14.656,0
2011,3,10,14.578,0
2011,3,11,14.553,0
2011,3,12,14.542,0
2011,3,13,14.592,0
2011,3,14,14.619,0
2011,3,15,14.602,0
2011,3,16,14.676,0
2011,3,17,14.673,0
2011,3,18,14.606,0
2011,3,19,14.504,0
2011,3,20,14.458,0
2011,3,21,14.438,0
2011,3,22,14.423,0
2011,3,23,14.501,0
2011,3,24,14.483,0
2011,3,25,14.449,0
2011,3,26,14.475,0
2011,3,27,14.475,0
2011,3,28,14.431,0
2011,3,29,14.451,0
2011,3,30,14.521,0
2011,3,31,14.548,0
2011,4,1,14.529,0
2011,4,2,14.557,0
2011,4,3,14.423,0
2011,4,4,14.33,0
2011,4,5,14.4,0
2011,4,6,14.35,0
2011,4,7,14.397,0
2011,4,8,14.254,0
2011,4,9,14.22,0
2011,4,10,14.241,0
2011,4,11,14.26,0
2011,4,12,14.261,0
2011,4,13,14.232,0
2011,4,14,14.264,0
2011,4,15,14.232,0
2011,4,16,14.157,0
2011,4,17,14.138,0
2011,4,18,14.077,0
2011,4,19,14.035,0
2011,4,20,13.953,0
2011,4,21,13.959,0
2011,4,22,13.929,0
2011,4,23,13.926,0
2011,4,24,13.896,0
2011,4,25,13.765,0
2011,4,26,13.78,0
2011,4,27,13.727,0
2011,4,28,13.709,0
2011,4,29,13.636,0
2011,4,30,13.597,0
2011,5,1,13.414,0
2011,5,2,13.388,0
2011,5,3,13.269,0
2011,5,4,13.21,0
2011,5,5,13.218,0
2011,5,6,13.213,0
2011,5,7,13.179,0
2011,5,8,13.101,0
2011,5,9,13.085,0
2011,5,10,13.038,0
2011,5,11,12.969,0
2011,5,12,12.872,0
2011,5,13,12.781,0
2011,5,14,12.726,0
2011,5,15,12.695,0
2011,5,16,12.658,0
2011,5,17,12.636,0
2011,5,18,12.575,0
2011,5,19,12.538,0
2011,5,20,12.425,0
2011,5,21,12.415,0
2011,5,22,12.391,0
2011,5,23,12.427,0
2011,5,24,12.283,0
2011,5,25,12.223,0
2011,5,26,12.106,0
2011,5,27,12.098,0
2011,5,28,12.105,0
2011,5,29,12.044,0
2011,5,30,12.04,0
2011,5,31,11.982,0
2011,6,1,11.829,0
2011,6,2,11.763,0
2011,6,3,11.762,0
2011,6,4,11.748,0
2011,6,5,11.624,0
2011,6,6,11.528,0
2011,6,7,11.458,0
2011,6,8,11.333,0
2011,6,9,11.326,0
2011,6,10,11.259,0
2011,6,11,11.161,0
2011,6,12,11.011,0
2011,6,13,10.956,0
2011,6,14,10.921,0
2011,6,15,10.811,0
2011,6,16,10.726,0
2011,6,17,10.595,0
2011,6,18,10.557,0
2011,6,19,10.436,0
2011,6,20,10.377,0
2011,6,21,10.3,0
2011,6,22,10.231,0
2011,6,23,10.131,0
2011,6,24,10.087,0
2011,6,25,10.029,0
2011,6,26,9.897,0
2011,6,27,9.732,0
2011,6,28,9.697,0
2011,6,29,9.643,0
2011,6,30,9.532,0
2011,7,1,9.27,0
2011,7,2,9.206,0
2011,7,3,9.144,0
2011,7,4,8.962,0
2011,7,5,8.916,0
2011,7,6,8.801,0
2011,7,7,8.688,0
2011,7,8,8.537,0
2011,7,9,8.37,0
2011,7,10,8.253,0
2011,7,11,8.144,0
2011,7,12,7.955,0
2011,7,13,7.765,0
2011,7,14,7.704,0
2011,7,15,7.609,0
2011,7,16,7.549,0
2011,7,17,7.444,0
2011,7,18,7.299,0
2011,7,19,7.259,0
2011,7,20,7.198,0
2011,7,21,7.067,0
2011,7,22,7.048,0
2011,7,23,6.999,0
2011,7,24,6.925,0
2011,7,25,6.909,0
2011,7,26,6.808,0
2011,7,27,6.805,0
2011,7,28,6.75,0
2011,7,29,6.718,0
2011,7,30,6.693,0
2011,7,31,6.661,0
2011,8,1,6.572,0
2011,8,2,6.61,0
2011,8,3,6.52,0
2011,8,4,6.462,0
2011,8,5,6.298,0
2011,8,6,6.17,0
2011,8,7,6.071,0
2011,8,8,5.945,0
2011,8,9,5.873,0
2011,8,10,5.857,0
2011,8,11,5.843,0
2011,8,12,5.779,0
2011,8,13,5.649,0
2011,8,14,5.52,0
2011,8,15,5.418,0
2011,8,16,5.451,0
2011,8,17,5.438,0
2011,8,18,5.331,0
2011,8,19,5.255,0
2011,8,20,5.18,0
2011,8,21,5.12,0
2011,8,22,5.015,0
2011,8,23,4.98,0
2011,8,24,4.952,0
2011,8,25,4.84,0
2011,8,26,4.843,0
2011,8,27,4.838,0
2011,8,28,4.799,0
2011,8,29,4.716,0
2011,8,30,4.649,0
2011,8,31,4.582,0
2011,9,1,4.592,0
2011,9,2,4.597,0
2011,9,3,4.527,0
2011,9,4,4.425,0
2011,9,5,4.382,0
2011,9,6,4.367,0
2011,9,7,4.351,0
2011,9,8,4.333,0
2011,9,9,4.353,0
2011,9,10,4.338,0
2011,9,11,4.346,0
2011,9,12,4.369,0
2011,9,13,4.445,0
2011,9,14,4.514,0
2011,9,15,4.555,0
2011,9,16,4.525,0
2011,9,17,4.523,0
2011,9,18,4.576,0
2011,9,19,4.516,0
2011,9,20,4.595,0
2011,9,21,4.58,0
2011,9,22,4.642,0
2011,9,23,4.705,0
2011,9,24,4.68,0
2011,9,25,4.748,0
2011,9,26,4.777,0
2011,9,27,4.826,0
2011,9,28,4.835,0
2011,9,29,4.873,0
2011,9,30,4.945,0
2011,10,1,5.162,0
2011,10,2,5.18,0
2011,10,3,5.245,0
2011,10,4,5.27,0
2011,10,5,5.298,0
2011,10,6,5.341,0
2011,10,7,5.47,0
2011,10,8,5.601,0
2011,10,9,5.711,0
2011,10,10,5.729,0
2011,10,11,5.757,0
2011,10,12,5.814,0
2011,10,13,5.901,0
2011,10,14,5.979,0
2011,10,15,6.084,0
2011,10,16,6.191,0
2011,10,17,6.337,0
2011,10,18,6.433,0
2011,10,19,6.432,0
2011,10,20,6.496,0
2011,10,21,6.66,0
2011,10,22,6.906,0
2011,10,23,7.128,0
2011,10,24,7.38,0
2011,10,25,7.648,0
2011,10,26,7.841,0
2011,10,27,8.061,0
2011,10,28,8.183,0
2011,10,29,8.28,0
2011,10,30,8.397,0
2011,10,31,8.486,0
2011,11,1,8.727,0
2011,11,2,8.812,0
2011,11,3,8.93,0
2011,11,4,9.061,0
2011,11,5,9.108,0
2011,11,6,9.134,0
2011,11,7,9.142,0
2011,11,8,9.145,0
2011,11,9,9.206,0
2011,11,10,9.188,0
2011,11,11,9.329,0
2011,11,12,9.458,0
2011,11,13,9.502,0
2011,11,14,9.643,0
2011,11,15,9.751,0
2011,11,16,9.807,0
2011,11,17,9.904,0
2011,11,18,9.893,0
2011,11,19,9.972,0
2011,11,20,10.095,0
2011,11,21,10.329,0
2011,11,22,10.264,0
2011,11,23,10.376,0
2011,11,24,10.438,0
2011,11,25,10.5,0
2011,11,26,10.545,0
2011,11,27,10.64,0
2011,11,28,10.661,0
2011,11,29,10.782,0
2011,11,30,10.812,0
2011,12,1,11.038,0
2011,12,2,10.974,0
2011,12,3,11.08,0
2011,12,4,11.247,0
2011,12,5,11.331,0
2011,12,6,11.507,0
2011,12,7,11.548,0
2011,12,8,11.696,0
2011,12,9,11.807,0
2011,12,10,11.827,0
2011,12,11,11.781,0
2011,12,12,11.958,0
2011,12,13,12.01,0
2011,12,14,12.117,0
2011,12,15,12.191,0
2011,12,16,12.305,0
2011,12,17,12.245,0
2011,12,18,12.285,0
2011,12,19,12.369,0
2011,12,20,12.391,0
2011,12,21,12.529,0
2011,12,22,12.633,0
2011,12,23,12.713,0
2011,12,24,12.771,0
2011,12,25,12.725,0
2011,12,26,12.682,0
2011,12,27,12.755,0
2011,12,28,12.854,0
2011,12,29,13.097,0
2011,12,30,13.115,0
2011,12,31,13.18,0
2012,1,1,13.353,0
2012,1,2,13.421,0
2012,1,3,13.379,0
2012,1,4,13.414,0
2012,1,5,13.417,0
2012,1,6,13.404,0
2012,1,7,13.477,0
2012,1,8,13.544,0
2012,1,9,13.64,0
2012,1,10,13.691,0
2012,1,11,13.749,0
2012,1,12,13.879,0
2012,1,13,13.883,0
2012,1,14,13.84,0
2012,1,15,13.703,0
2012,1,16,13.624,0
2012,1,17,13.599,0
2012,1,18,13.655,0
2012,1,19,13.673,0
2012,1,20,13.676,0
2012,1,21,13.782,0
2012,1,22,13.89,0
2012,1,23,13.964,0
2012,1,24,13.982,0
2012,1,25,13.914,0
2012,1,26,13.962,0
2012,1,27,13.93,0
2012,1,28,14.048,0
2012,1,29,14.035,0
2012,1,30,14.036,0
2012,1,31,14.048,0
2012,2,1,14.11,0
2012,2,2,14.137,0
2012,2,3,14.078,0
2012,2,4,14.11,0
2012,2,5,14.169,0
2012,2,6,14.204,0
2012,2,7,14.263,0
2012,2,8,14.356,0
2012,2,9,14.325,0
2012,2,10,14.353,0
2012,2,11,14.456,0
2012,2,12,14.546,0
2012,2,13,14.585,0
2012,2,14,14.663,0
2012,2,15,14.697,0
2012,2,16,14.678,0
2012,2,17,14.675,0
2012,2,18,14.71,0
2012,2,19,14.677,0
2012,2,20,14.697,0
2012,2,21,14.709,0
2012,2,22,14.729,0
2012,2,23,14.797,0
2012,2,24,14.786,0
2012,2,25,14.817,0
2012,2,26,14.854,0
2012,2,27,14.853,0
2012,2,28,14.997,0
2012,2,29,15.016,0
2012,3,1,15.133,0
2012,3,2,15.196,0
2012,3,3,15.212,0
2012,3,4,15.298,0
2012,3,5,15.263,0
2012,3,6,15.211,0
2012,3,7,15.187,0
2012,3,8,15.169,0
2012,3,9,15.2,0
2012,3,10,15.17,0
2012,3,11,15.168,0
2012,3,12,15.167,0
2012,3,13,15.069,0
2012,3,14,15.078,0
2012,3,15,15.266,0
2012,3,16,15.29,0
2012,3,17,15.294,0
2012,3,18,15.307,0
2012,3,19,15.29,0
2012,3,20,15.291,0
2012,3,21,15.218,0
2012,3,22,15.204,0
2012,3,23,15.165,0
2012,3,24,15.157,0
2012,3,25,15.107,0
2012,3,26,15.166,0
2012,3,27,15.152,0
2012,3,28,15.16,0
2012,3,29,15.193,0
2012,3,30,15.14,0
2012,3,31,15.163,0
2012,4,1,15.107,0
2012,4,2,15.077,0
2012,4,3,15.117,0
2012,4,4,15.065,0
2012,4,5,14.942,0
2012,4,6,14.919,0
2012,4,7,14.803,0
2012,4,8,14.853,0
2012,4,9,14.796,0
2012,4,10,14.786,0
2012,4,11,14.705,0
2012,4,12,14.687,0
2012,4,13,14.655,0
2012,4,14,14.657,0
2012,4,15,14.679,0
2012,4,16,14.731,0
2012,4,17,14.663,0
2012,4,18,14.613,0
2012,4,19,14.579,0
2012,4,20,14.603,0
2012,4,21,14.597,0
2012,4,22,14.523,0
2012,4,23,14.501,0
2012,4,24,14.455,0
2012,4,25,14.39,0
2012,4,26,14.272,0
2012,4,27,14.164,0
2012,4,28,14.091,0
2012,4,29,13.94,0
2012,4,30,13.803,0
2012,5,1,13.596,0
2012,5,2,13.584,0
2012,5,3,13.562,0
2012,5,4,13.491,0
2012,5,5,13.477,0
2012,5,6,13.461,0
2012,5,7,13.442,0
2012,5,8,13.375,0
2012,5,9,13.353,0
2012,5,10,13.359,0
2012,5,11,13.377,0
2012,5,12,13.308,0
2012,5,13,13.22,0
2012,5,14,13.117,0
2012,5,15,13.067,0
2012,5,16,13.008,0
2012,5,17,12.967,0
2012,5,18,12.957,0
2012,5,19,12.926,0
2012,5,20,12.807,0
2012,5,21,12.727,0
2012,5,22,12.649,0
2012,5,23,12.664,0
2012,5,24,12.594,0
2012,5,25,12.539,0
2012,5,26,12.553,0
2012,5,27,12.516,0
2012,5,28,12.499,0
2012,5,29,12.429,0
2012,5,30,12.4,0
2012,5,31,12.342,0
2012,6,1,12.111,0
2012,6,2,12.042,0
2012,6,3,11.97,0
2012,6,4,11.975,0
2012,6,5,11.883,0
2012,6,6,11.744,0
2012,6,7,11.558,0
2012,6,8,11.376,0
2012,6,9,11.205,0
2012,6,10,11.072,0
2012,6,11,10.947,0
2012,6,12,10.838,0
2012,6,13,10.747,0
2012,6,14,10.662,0
2012,6,15,10.614,0
2012,6,16,10.407,0
2012,6,17,10.429,0
2012,6,18,10.346,0
2012,6,19,10.299,0
2012,6,20,10.291,0
2012,6,21,10.265,0
2012,6,22,10.093,0
2012,6,23,10.035,0
2012,6,24,9.937,0
2012,6,25,9.777,0
2012,6,26,9.712,0
2012,6,27,9.678,0
2012,6,28,9.495,0
2012,6,29,9.393,0
2012,6,30,9.335,0
2012,7,1,9.062,0
2012,7,2,8.971,0
2012,7,3,8.954,0
2012,7,4,8.847,0
2012,7,5,8.634,0
2012,7,6,8.572,0
2012,7,7,8.521,0
2012,7,8,8.398,0
2012,7,9,8.174,0
2012,7,10,8.13,0
2012,7,11,8.032,0
2012,7,12,7.946,0
2012,7,13,7.917,0
2012,7,14,7.868,0
2012,7,15,7.705,0
2012,7,16,7.606,0
2012,7,17,7.481,0
2012,7,18,7.42,0
2012,7,19,7.35,0
2012,7,20,7.34,0
2012,7,21,7.297,0
2012,7,22,7.184,0
2012,7,23,7.118,0
2012,7,24,7.035,0
2012,7,25,6.931,0
2012,7,26,6.809,0
2012,7,27,6.677,0
2012,7,28,6.6,0
2012,7,29,6.478,0
2012,7,30,6.4,0
2012,7,31,6.368,0
2012,8,1,6.255,0
2012,8,2,6.152,0
2012,8,3,5.977,0
2012,8,4,5.99,0
2012,8,5,5.768,0
2012,8,6,5.632,0
2012,8,7,5.467,0
2012,8,8,5.256,0
2012,8,9,5.088,0
2012,8,10,5.118,0
2012,8,11,5.021,0
2012,8,12,4.938,0
2012,8,13,4.889,0
2012,8,14,4.724,0
2012,8,15,4.679,0
2012,8,16,4.619,0
2012,8,17,4.545,0
2012,8,18,4.52,0
2012,8,19,4.405,0
2012,8,20,4.313,0
2012,8,21,4.275,0
2012,8,22,4.216,0
2012,8,23,4.105,0
2012,8,24,4.006,0
2012,8,25,3.912,0
2012,8,26,3.906,0
2012,8,27,3.785,0
2012,8,28,3.758,0
2012,8,29,3.691,0
2012,8,30,3.764,0
2012,8,31,3.648,0
2012,9,1,3.573,0
2012,9,2,3.562,0
2012,9,3,3.562,0
2012,9,4,3.545,0
2012,9,5,3.505,0
2012,9,6,3.451,0
2012,9,7,3.522,0
2012,9,8,3.516,0
2012,9,9,3.492,0
2012,9,10,3.452,0
2012,9,11,3.416,0
2012,9,12,3.417,0
2012,9,13,3.399,0
2012,9,14,3.408,0
2012,9,15,3.378,0
2012,9,16,3.34,0
2012,9,17,3.408,0
2012,9,18,3.452,0
2012,9,19,3.512,0
2012,9,20,3.573,0
2012,9,21,3.584,0
2012,9,22,3.601,0
2012,9,23,3.629,0
2012,9,24,3.674,0
2012,9,25,3.735,0
2012,9,26,3.76,0
2012,9,27,3.803,0
2012,9,28,3.86,0
2012,9,29,3.894,0
2012,9,30,3.945,0
2012,10,1,4.112,0
2012,10,2,4.138,0
2012,10,3,4.151,0
2012,10,4,4.235,0
2012,10,5,4.297,0
2012,10,6,4.383,0
2012,10,7,4.481,0
2012,10,8,4.572,0
2012,10,9,4.626,0
2012,10,10,4.776,0
2012,10,11,4.964,0
2012,10,12,5.006,0
2012,10,13,5.17,0
2012,10,14,5.404,0
2012,10,15,5.657,0
2012,10,16,5.873,0
2012,10,17,6.082,0
2012,10,18,6.244,0
2012,10,19,6.364,0
2012,10,20,6.582,0
2012,10,21,6.771,0
2012,10,22,7.037,0
2012,10,23,7.169,0
2012,10,24,7.346,0
2012,10,25,7.334,0
2012,10,26,7.382,0
2012,10,27,7.443,0
2012,10,28,7.495,0
2012,10,29,7.639,0
2012,10,30,7.811,0
2012,10,31,7.918,0
2012,11,1,8.072,0
2012,11,2,8.18,0
2012,11,3,8.275,0
2012,11,4,8.342,0
2012,11,5,8.419,0
2012,11,6,8.495,0
2012,11,7,8.649,0
2012,11,8,8.728,0
2012,11,9,8.758,0
2012,11,10,8.794,0
2012,11,11,8.902,0
2012,11,12,9.002,0
2012,11,13,9.095,0
2012,11,14,9.103,0
2012,11,15,9.238,0
2012,11,16,9.373,0
2012,11,17,9.463,0
2012,11,18,9.617,0
2012,11,19,9.829,0
2012,11,20,9.876,0
2012,11,21,9.954,0
2012,11,22,10.001,0
2012,11,23,10.091,0
2012,11,24,10.23,0
2012,11,25,10.343,0
2012,11,26,10.496,0
2012,11,27,10.441,0
2012,11,28,10.498,0
2012,11,29,10.629,0
2012,11,30,10.746,0
2012,12,1,10.896,0
2012,12,2,10.995,0
2012,12,3,11.128,0
2012,12,4,11.239,0
2012,12,5,11.358,0
2012,12,6,11.522,0
2012,12,7,11.511,0
2012,12,8,11.626,0
2012,12,9,11.789,0
2012,12,10,11.781,0
2012,12,11,11.812,0
2012,12,12,11.806,0
2012,12,13,11.768,0
2012,12,14,11.723,0
2012,12,15,11.875,0
2012,12,16,11.865,0
2012,12,17,11.974,0
2012,12,18,12.184,0
2012,12,19,12.206,0
2012,12,20,12.218,0
2012,12,21,12.249,0
2012,12,22,12.274,0
2012,12,23,12.301,0
2012,12,24,12.607,0
2012,12,25,12.609,0
2012,12,26,12.62,0
2012,12,27,12.669,0
2012,12,28,12.834,0
2012,12,29,12.926,0
2012,12,30,12.931,0
2012,12,31,12.902,0
2013,1,1,12.959,0
2013,1,2,12.961,0
2013,1,3,13.012,0
2013,1,4,13.045,0
2013,1,5,13.065,0
2013,1,6,13.126,0
2013,1,7,13.202,0
2013,1,8,13.194,0
2013,1,9,13.287,0
2013,1,10,13.404,0
2013,1,11,13.474,0
2013,1,12,13.559,0
2013,1,13,13.609,0
2013,1,14,13.625,0
2013,1,15,13.733,0
2013,1,16,13.823,0
2013,1,17,13.912,0
2013,1,18,13.88,0
2013,1,19,13.971,0
2013,1,20,14.012,0
2013,1,21,14.032,0
2013,1,22,13.981,0
2013,1,23,14.015,0
2013,1,24,14.082,0
2013,1,25,14.222,0
2013,1,26,14.204,0
2013,1,27,14.243,0
2013,1,28,14.285,0
2013,1,29,14.312,0
2013,1,30,14.281,0
2013,1,31,14.272,0
2013,2,1,14.378,0
2013,2,2,14.335,0
2013,2,3,14.411,0
2013,2,4,14.484,0
2013,2,5,14.405,0
2013,2,6,14.37,0
2013,2,7,14.467,0
2013,2,8,14.592,0
2013,2,9,14.625,0
2013,2,10,14.614,0
2013,2,11,14.611,0
2013,2,12,14.697,0
2013,2,13,14.729,0
2013,2,14,14.764,0
2013,2,15,14.771,0
2013,2,16,14.816,0
2013,2,17,14.918,0
2013,2,18,14.833,0
2013,2,19,14.802,0
2013,2,20,14.798,0
2013,2,21,14.828,0
2013,2,22,14.8,0
2013,2,23,14.82,0
2013,2,24,14.987,0
2013,2,25,15.086,0
2013,2,26,15.11,0
2013,2,27,15.09,0
2013,2,28,15.118,0
2013,3,1,15.144,0
2013,3,2,15.088,0
2013,3,3,15.003,0
2013,3,4,14.999,0
2013,3,5,15.001,0
2013,3,6,15,0
2013,3,7,15.055,0
2013,3,8,15.075,0
2013,3,9,15.089,0
2013,3,10,15.067,0
2013,3,11,15.172,0
2013,3,12,15.151,0
2013,3,13,15.181,0
2013,3,14,15.196,0
2013,3,15,15.136,0
2013,3,16,15.129,0
2013,3,17,15.137,0
2013,3,18,15.09,0
2013,3,19,15.119,0
2013,3,20,15.037,0
2013,3,21,15.013,0
2013,3,22,14.97,0
2013,3,23,14.924,0
2013,3,24,14.866,0
2013,3,25,14.884,0
2013,3,26,14.962,0
2013,3,27,14.935,0
2013,3,28,14.902,0
2013,3,29,14.948,0
2013,3,30,14.889,0
2013,3,31,14.831,0
2013,4,1,14.787,0
2013,4,2,14.768,0
2013,4,3,14.722,0
2013,4,4,14.647,0
2013,4,5,14.616,0
2013,4,6,14.743,0
2013,4,7,14.673,0
2013,4,8,14.623,0
2013,4,9,14.622,0
2013,4,10,14.593,0
2013,4,11,14.576,0
2013,4,12,14.542,0
2013,4,13,14.497,0
2013,4,14,14.397,0
2013,4,15,14.346,0
2013,4,16,14.345,0
2013,4,17,14.245,0
2013,4,18,14.164,0
2013,4,19,14.181,0
2013,4,20,14.124,0
2013,4,21,14.123,0
2013,4,22,14.054,0
2013,4,23,14.065,0
2013,4,24,13.988,0
2013,4,25,13.897,0
2013,4,26,13.784,0
2013,4,27,13.793,0
2013,4,28,13.744,0
2013,4,29,13.683,0
2013,4,30,13.62,0
2013,5,1,13.477,0
2013,5,2,13.478,0
2013,5,3,13.422,0
2013,5,4,13.435,0
2013,5,5,13.349,0
2013,5,6,13.353,0
2013,5,7,13.373,0
2013,5,8,13.304,0
2013,5,9,13.299,0
2013,5,10,13.244,0
2013,5,11,13.219,0
2013,5,12,13.189,0
2013,5,13,13.137,0
2013,5,14,13.145,0
2013,5,15,13.077,0
2013,5,16,13.047,0
2013,5,17,12.963,0
2013,5,18,12.901,0
2013,5,19,12.872,0
2013,5,20,12.833,0
2013,5,21,12.799,0
2013,5,22,12.809,0
2013,5,23,12.716,0
2013,5,24,12.721,0
2013,5,25,12.711,0
2013,5,26,12.653,0
2013,5,27,12.556,0
2013,5,28,12.507,0
2013,5,29,12.455,0
2013,5,30,12.478,0
2013,5,31,12.393,0
2013,6,1,12.24,0
2013,6,2,12.161,0
2013,6,3,12.159,0
2013,6,4,12.13,0
2013,6,5,12.087,0
2013,6,6,11.959,0
2013,6,7,11.882,0
2013,6,8,11.862,0
2013,6,9,11.854,0
2013,6,10,11.768,0
2013,6,11,11.707,0
2013,6,12,11.619,0
2013,6,13,11.524,0
2013,6,14,11.494,0
2013,6,15,11.492,0
2013,6,16,11.472,0
2013,6,17,11.387,0
2013,6,18,11.342,0
2013,6,19,11.218,0
2013,6,20,11.182,0
2013,6,21,11.114,0
2013,6,22,11.078,0
2013,6,23,10.965,0
2013,6,24,10.834,0
2013,6,25,10.746,0
2013,6,26,10.584,0
2013,6,27,10.448,0
2013,6,28,10.293,0
2013,6,29,10.188,0
2013,6,30,10.015,0
2013,7,1,9.666,0
2013,7,2,9.596,0
2013,7,3,9.457,0
2013,7,4,9.306,0
2013,7,5,9.177,0
2013,7,6,9.084,0
2013,7,7,8.972,0
2013,7,8,8.909,0
2013,7,9,8.795,0
2013,7,10,8.718,0
2013,7,11,8.682,0
2013,7,12,8.386,0
2013,7,13,8.283,0
2013,7,14,8.262,0
2013,7,15,8.193,0
2013,7,16,8.04,0
2013,7,17,7.884,0
2013,7,18,7.83,0
2013,7,19,7.779,0
2013,7,20,7.711,0
2013,7,21,7.505,0
2013,7,22,7.412,0
2013,7,23,7.355,0
2013,7,24,7.354,0
2013,7,25,7.289,0
2013,7,26,7.169,0
2013,7,27,7.195,0
2013,7,28,7.038,0
2013,7,29,7.03,0
2013,7,30,7.029,0
2013,7,31,6.976,0
2013,8,1,6.904,0
2013,8,2,6.804,0
2013,8,3,6.654,0
2013,8,4,6.613,0
2013,8,5,6.644,0
2013,8,6,6.619,0
2013,8,7,6.505,0
2013,8,8,6.441,0
2013,8,9,6.369,0
2013,8,10,6.325,0
2013,8,11,6.265,0
2013,8,12,6.21,0
2013,8,13,6.128,0
2013,8,14,6.067,0
2013,8,15,6.032,0
2013,8,16,5.934,0
2013,8,17,5.929,0
2013,8,18,5.864,0
2013,8,19,5.784,0
2013,8,20,5.789,0
2013,8,21,5.713,0
2013,8,22,5.624,0
2013,8,23,5.668,0
2013,8,24,5.611,0
2013,8,25,5.589,0
2013,8,26,5.518,0
2013,8,27,5.472,0
2013,8,28,5.387,0
2013,8,29,5.332,0
2013,8,30,5.346,0
2013,8,31,5.279,0
2013,9,1,5.275,0
2013,9,2,5.273,0
2013,9,3,5.249,0
2013,9,4,5.171,0
2013,9,5,5.156,0
2013,9,6,5.164,0
2013,9,7,5.161,0
2013,9,8,5.09,0
2013,9,9,5.053,0
2013,9,10,5.071,0
2013,9,11,5.058,0
2013,9,12,5.051,0
2013,9,13,5.04,0
2013,9,14,5.077,0
2013,9,15,5.095,0
2013,9,16,5.083,0
2013,9,17,5.077,0
2013,9,18,5.074,0
2013,9,19,5.108,0
2013,9,20,5.115,0
2013,9,21,5.154,0
2013,9,22,5.193,0
2013,9,23,5.24,0
2013,9,24,5.285,0
2013,9,25,5.331,0
2013,9,26,5.386,0
2013,9,27,5.451,0
2013,9,28,5.536,0
2013,9,29,5.566,0
2013,9,30,5.665,0
2013,10,1,5.871,0
2013,10,2,5.939,0
2013,10,3,6.007,0
2013,10,4,6.06,0
2013,10,5,6.192,0
2013,10,6,6.27,0
2013,10,7,6.402,0
2013,10,8,6.62,0
2013,10,9,6.682,0
2013,10,10,6.789,0
2013,10,11,6.91,0
2013,10,12,7.075,0
2013,10,13,7.227,0
2013,10,14,7.374,0
2013,10,15,7.427,0
2013,10,16,7.541,0
2013,10,17,7.699,0
2013,10,18,7.825,0
2013,10,19,7.88,0
2013,10,20,7.992,0
2013,10,21,8.029,0
2013,10,22,8.129,0
2013,10,23,8.237,0
2013,10,24,8.281,0
2013,10,25,8.386,0
2013,10,26,8.449,0
2013,10,27,8.528,0
2013,10,28,8.633,0
2013,10,29,8.773,0
2013,10,30,8.882,0
2013,10,31,8.991,0
2013,11,1,9.158,0
2013,11,2,9.227,0
2013,11,3,9.26,0
2013,11,4,9.298,0
2013,11,5,9.31,0
2013,11,6,9.34,0
2013,11,7,9.304,0
2013,11,8,9.189,0
2013,11,9,9.318,0
2013,11,10,9.493,0
2013,11,11,9.595,0
2013,11,12,9.575,0
2013,11,13,9.582,0
2013,11,14,9.617,0
2013,11,15,9.742,0
2013,11,16,9.77,0
2013,11,17,9.857,0
2013,11,18,10.083,0
2013,11,19,10.156,0
2013,11,20,10.222,0
2013,11,21,10.297,0
2013,11,22,10.393,0
2013,11,23,10.502,0
2013,11,24,10.519,0
2013,11,25,10.555,0
2013,11,26,10.708,0
2013,11,27,10.87,0
2013,11,28,10.973,0
2013,11,29,11.101,0
2013,11,30,11.157,0
2013,12,1,11.345,0
2013,12,2,11.404,0
2013,12,3,11.601,0
2013,12,4,11.745,0
2013,12,5,11.745,0
2013,12,6,11.72,0
2013,12,7,11.715,0
2013,12,8,11.73,0
2013,12,9,11.75,0
2013,12,10,11.925,0
2013,12,11,12.031,0
2013,12,12,12.112,0
2013,12,13,12.144,0
2013,12,14,12.183,0
2013,12,15,12.325,0
2013,12,16,12.25,0
2013,12,17,12.206,0
2013,12,18,12.207,0
2013,12,19,12.315,0
2013,12,20,12.275,0
2013,12,21,12.328,0
2013,12,22,12.415,0
2013,12,23,12.444,0
2013,12,24,12.476,0
2013,12,25,12.572,0
2013,12,26,12.659,0
2013,12,27,12.693,0
2013,12,28,12.87,0
2013,12,29,12.897,0
2013,12,30,12.804,0
2013,12,31,12.826,0
2014,1,1,13.011,0
2014,1,2,13.103,0
2014,1,3,13.116,0
2014,1,4,13.219,0
2014,1,5,13.148,0
2014,1,6,13.142,0
2014,1,7,13.243,0
2014,1,8,13.161,0
2014,1,9,13.236,0
2014,1,10,13.398,0
2014,1,11,13.475,0
2014,1,12,13.52,0
2014,1,13,13.456,0
2014,1,14,13.514,0
2014,1,15,13.574,0
2014,1,16,13.631,0
2014,1,17,13.715,0
2014,1,18,13.727,0
2014,1,19,13.778,0
2014,1,20,13.848,0
2014,1,21,13.855,0
2014,1,22,13.987,0
2014,1,23,13.997,0
2014,1,24,14.029,0
